"nrange","accuracy","false_detection","train_r2","test_r2","time","gamma"
100,0.1,0.9,0.8763403272484773,-0.5216730571390032,300.0337728595,27.216540007870222
120,0.65,0.35,0.9139305205137389,0.3370486733097827,300.06260591299997,34.54701144817016
140,1.0,0.0,0.9999572915267887,0.9999426427986812,300.0583029255,9.86661217005542
160,0.75,0.25,0.9192803132364893,0.32170631535328725,300.024810302,64.20869197390647
180,1.0,0.0,0.9999999563998849,0.99999995040041,300.05366453349995,73.60728300318597
200,1.0,0.0,0.9999999898949774,0.999999988148283,300.0155844765,94.74
220,1.0,0.0,0.9999999810425035,0.9999999802699615,150.053592134,87.88541416371248
240,1.0,0.0,0.9999999903366656,0.9999999887527229,150.0959450135,89.09620268750702
260,1.0,0.0,0.9999999910751582,0.9999999898349942,150.052172032,89.81074117703979
280,1.0,0.0,0.9999999937303343,0.9999999931625343,6.386602927,86.54379568420008
300,1.0,0.0,0.9999999945696278,0.9999999927485919,0.0961805055,83.60924988699914
320,1.0,0.0,0.9999999944426432,0.9999999938417965,0.100701018,80.95430810031051
340,1.0,0.0,0.9999999947886927,0.9999999941346132,0.18580190600000002,78.53721485797074
360,1.0,0.0,0.9999999953808424,0.9999999950524516,0.1019149765,76.32445363199282
380,1.0,0.0,0.9999999958764475,0.9999999949813826,4.2244862865,74.2887680112652
400,1.0,0.0,0.999999994347383,0.9999999936255424,4.586684286500001,72.40773439350245
420,1.0,0.0,0.9999999961212748,0.9999999957307727,10.287063014,70.66271327665707
440,1.0,0.0,0.9999999958383795,0.9999999955314413,9.7671129995,69.03806591623598
460,1.0,0.0,0.999999995404396,0.9999999950197211,9.8346654375,67.5205604757286
480,1.0,0.0,0.999999995465473,0.9999999954320631,10.733731391500001,66.09891577527323
500,1.0,0.0,0.9999999958444454,0.9999999957475059,11.3403880905,64.76344648024839
