"nrange","accuracy","false_detection","train_r2","test_r2","time","gamma"
100,0.54,0.45999999999999996,0.9501321911386805,0.9136407070686449,0.0803944894,36.99350861975652
120,0.56,0.43999999999999995,0.9278439341129081,0.8624797591778675,0.0856874104,24.035618101059935
140,0.7200000000000001,0.28,0.9453706575681535,0.9184691293804306,0.0890974502,25.578745710899454
160,0.7200000000000001,0.28,0.9172070021126423,0.8696065182262215,0.0915064694,6.111170356404736
180,0.76,0.24,0.960319311170232,0.9468336553882246,0.0888863138,14.486666666666668
200,0.74,0.26,0.94418745656731,0.9262662403339916,0.09284341659999999,22.02684504190285
220,0.5800000000000001,0.42000000000000004,0.9589324714852655,0.941643350528954,0.0967102584,20.21784321066194
240,0.8200000000000001,0.18000000000000002,0.9289735800024609,0.8938799061433341,0.11572816500000001,15.301225509198058
260,0.82,0.18,0.9331770629086499,0.9175072903686639,0.107503634,9.189995500961484
280,0.8400000000000001,0.16,0.953117772581534,0.9390364127025672,0.11143785659999998,19.58624011355202
300,0.96,0.04,0.9570274915857804,0.944898237966332,0.10007879099999999,29.55602690935753
320,0.82,0.18,0.9453758012633025,0.917064155589469,0.10478646439999999,14.623749999999998
340,0.6399999999999999,0.36000000000000004,0.9455648495357869,0.9359772675109577,0.11696147459999999,18.681306518423547
360,0.6799999999999999,0.32,0.9484567428161249,0.9379531058111572,0.12096565919999999,14.31891231902759
380,0.96,0.04,0.9524192659535794,0.945113789078077,0.1175254236,35.17287323836517
400,0.7799999999999999,0.21999999999999997,0.952987822030679,0.944636607754217,0.12783028619999998,15.644649604577278
420,0.6599999999999999,0.34,0.9562772029520188,0.94640785044637,0.1226681892,8.700347283709018
440,0.76,0.24,0.9490078438773208,0.934044513783928,0.11750473860000002,10.182466213143954
460,0.8400000000000001,0.16,0.9504811267631613,0.9454598025111368,0.13489920640000003,12.684974379162144
480,0.8400000000000001,0.16,0.9504589956500041,0.9454780188369993,0.1358553332,22.07602630683339
500,0.9,0.1,0.954454566625689,0.9483742049812826,0.14475089619999998,18.262
