"nrange","accuracy","false_detection","train_r2","test_r2","time","gamma"
100,1.0,0.0,0.9952730733307378,0.9939477420688732,300.069851083,41.733972732056074
120,0.96,0.04,0.9576670608324399,0.9448579644957343,300.01825445860004,35.08485808246439
140,1.0,0.0,0.9977057178342073,0.9972587159935262,300.092779822,51.11591532976788
160,1.0,0.0,0.9978183060702026,0.9971437828219548,300.032830246,61.99912257443649
180,1.0,0.0,0.9978005488687609,0.9975989914245293,300.07067342519997,62.61333333333333
200,1.0,0.0,0.9950860665430594,0.9942219406585192,300.03536864219996,56.3138405722785
