"nrange","accuracy","false_detection","train_r2","test_r2","time","gamma"
500,1.0,0.0,0.9944256619047502,0.9938575395771663,0.1049369496,38.71999999999999
1000,1.0,0.0,0.9944886052322219,0.9943370028319872,0.15058088660000002,29.08754455088981
1500,1.0,0.0,0.9943676954886023,0.9942715319085996,0.1973565474,26.013093728607778
2000,0.8800000000000001,0.12,0.8271760287560861,0.4620328869959252,0.23371718599999997,0.17
2500,1.0,0.0,0.9975268888556206,0.9974974637740521,0.2834199524,19.663087366942147
3000,1.0,0.0,0.9943421957342975,0.9942184136353426,0.33352240120000004,18.211139741011998
3500,1.0,0.0,0.9943423239463302,0.9942767415662027,0.3817353316,16.86023921199561
4000,1.0,0.0,0.9975103597600663,0.9974831705447267,0.4279157526,14.888840384663942
4500,1.0,0.0,0.9945464571147594,0.9944903613503067,0.48047397179999995,16.170666666666666
5000,1.0,0.0,0.997507042539367,0.9974815224739352,0.5437697992,14.288435379704799
5500,1.0,0.0,0.9945250789250997,0.9944715993417766,0.6166057812000001,15.167226677639821
6000,0.9800000000000001,0.02,0.9637828513875066,0.9586958742696996,1.0581270652,5.484827557301445
6500,1.0,0.0,0.9857149611083953,0.985453518982367,1.0727001902,14.200325023365867
7000,1.0,0.0,0.9945123400944,0.9944571817483693,1.0542315052000002,13.290367037821039
7500,1.0,0.0,0.9945356724098977,0.9944914593033772,1.2321141519999999,12.426596165751366
8000,1.0,0.0,0.9854925137955718,0.9852317195453104,1.4150407072,10.581999999999999
8500,0.9800000000000001,0.02,0.9630850272257551,0.9563561244493174,1.4610533615999999,2.426326392863475
9000,1.0,0.0,0.9975045459663479,0.997489727793111,1.4971105366,11.162859052331632
9500,1.0,0.0,0.997506561047697,0.997491321310805,1.6306691164,11.129416081528692
10000,1.0,0.0,0.9975148596716041,0.9975014098495197,1.6880415058,11.06227549828696
