"nrange","accuracy","false_detection","train_r2","test_r2","time","gamma"
100,0.1,0.9,0.8763403272484773,-0.5216730571390032,300.05909813,27.216540007870222
120,0.65,0.35,0.9139305205137389,0.3370486733097827,300.0794392725,34.54701144817016
140,1.0,0.0,0.9999572915267887,0.9999426427986812,300.0889840825,9.86661217005542
160,0.75,0.25,0.9192803132364893,0.32170631535328725,300.02335245200004,64.20869197390647
180,1.0,0.0,0.9999999563998849,0.99999995040041,300.07990249700003,73.60728300318597
200,1.0,0.0,0.9999999898949774,0.999999988148283,300.0135972475,94.74
220,1.0,0.0,0.9999999810425035,0.9999999802699615,150.117122217,87.88541416371248
240,1.0,0.0,0.9999999903366656,0.9999999887527229,150.0470627275,89.09620268750702
260,1.0,0.0,0.9999999910751582,0.9999999898349942,150.0535189535,89.81074117703979
280,1.0,0.0,0.9999999937303343,0.9999999931625343,3.8497636434999998,86.54379568420008
300,1.0,0.0,0.9999999945696278,0.9999999927485919,0.09095049499999999,83.60924988699914
320,1.0,0.0,0.9999999944426432,0.9999999938417965,0.094490385,80.95430810031051
340,1.0,0.0,0.9999999947886927,0.9999999941346132,0.147599769,78.53721485797074
360,1.0,0.0,0.9999999953808424,0.9999999950524516,0.0800221415,76.32445363199282
380,1.0,0.0,0.9999999958764475,0.9999999949813826,2.5813445965,74.2887680112652
400,1.0,0.0,0.999999994347383,0.9999999936255424,2.9239382039999997,72.40773439350245
420,1.0,0.0,0.9999999961212748,0.9999999957307727,6.182184701000001,70.66271327665707
440,1.0,0.0,0.9999999958383795,0.9999999955314413,5.9672509505,69.03806591623598
460,1.0,0.0,0.999999995404396,0.9999999950197211,5.9111301560000005,67.5205604757286
480,1.0,0.0,0.999999995465473,0.9999999954320631,6.319836936,66.09891577527323
500,1.0,0.0,0.9999999958444454,0.9999999957475059,6.7134307855,64.76344648024839
