"nrange","accuracy","false_detection","train_r2","test_r2","time","gamma"
500,0.8800000000000001,0.12,0.9749615674919715,0.9609000518718915,0.0204239818,1.488
1000,1.0,0.0,0.9993784469529878,0.9993522867332443,0.08343545779999999,0.24041630560342614
1500,0.8,0.2,0.9944933666129938,0.9944971926102253,0.0387806856,0.32331615074619047
2000,0.86,0.13999999999999999,0.9914969970650447,0.9917579121849791,0.05304522840000001,0.282
2500,0.86,0.13999999999999999,0.9847330853942386,0.9856887214146568,0.081640261,0.25848945819897573
3000,0.9800000000000001,0.02,0.9978499304581678,0.9979062489614104,0.0904997076,0.14043741191956888
3500,0.9400000000000001,0.06000000000000001,0.9889839927089212,0.9889618103040754,0.1317440036,0.1322875655532295
4000,0.9800000000000001,0.02,0.9915311948499935,0.9925576097410007,0.1489218792,0.11879393923933997
4500,0.9800000000000001,0.02,0.9938772857554202,0.9941641392907451,0.19289680599999998,0.12933333333333336
5000,0.9800000000000001,0.02,0.9988695420800129,0.9989508094178834,0.23336968019999998,0.1062525293816575
5500,0.9199999999999999,0.08,0.9967670030553727,0.9966489847658544,0.3118930024,0.1019108344672841
6000,0.96,0.04,0.9952220447932136,0.9953656877475332,0.32836438180000005,0.10017027170440007
6500,0.8400000000000001,0.16,0.9656165496660363,0.9682787924122331,0.39744610059999996,0.08625588051302313
7000,0.9199999999999999,0.08,0.9974224617092242,0.9974496061179448,0.43744107559999995,0.07643671518695336
7500,0.7,0.3,0.9991834597312369,0.9991751539467186,0.4046747284,0.1001811692218985
8000,0.96,0.04,0.9590378881811648,0.9607772452150218,0.46240057319999994,0.08849999999999998
8500,0.8400000000000001,0.16,0.9887135604933958,0.9896921606500892,0.6097563414,0.04583923313186694
9000,0.8400000000000001,0.16,0.9811543555654844,0.9819241472608502,0.5051951339999999,0.04926177242266281
9500,0.8200000000000001,0.18,0.998248319898193,0.9983126603671139,0.6023356388,0.05001262998378246
10000,0.8400000000000001,0.16,0.9650419524676555,0.9686466741637387,0.6449166369999999,0.07535549084174291
